q_x_id,qset_x_id,q_id,item,logical_item,l1_skill,l2_5_skill,q_type,grade,slip,guess,discrimination,source,method,grade_specific,provisional,invariance_decision,slip_donor,guess_donor,mcq_floor_applied,n_learners,mastery_prevalence,lr_stat,p_holm
q_add_80023_z,,32c0a1b7-3bae-4fdf-b45d-6fda48e11c16,Addition|2-digit Addition with carry|Fib||78|9,q_add_80023_z,Addition,2-digit Addition with carry,Fib,8,0.0986,0.0767,0.8247,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,2-digit Addition with carry,2-digit Addition with carry,False,,,,
q_add_80023_z,,32c0a1b7-3bae-4fdf-b45d-6fda48e11c16,Addition|2-digit Addition with carry|Fib||78|9,q_add_80023_z,Addition,2-digit Addition with carry,Fib,all,0.1072,0.0925,0.8003,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,2-digit Addition with carry,2-digit Addition with carry,False,,,,
q_add_80024_b,,6230c511-d7ff-49e4-b918-fc71a4873888,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_b,Addition,3-digit Addition without carry,Fib,3,0.1535,0.0808,0.7657,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_b,,6230c511-d7ff-49e4-b918-fc71a4873888,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_b,Addition,3-digit Addition without carry,Fib,4,0.1414,0.105,0.7536,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_b,,6230c511-d7ff-49e4-b918-fc71a4873888,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_b,Addition,3-digit Addition without carry,Fib,5,0.139,0.1782,0.6828,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_b,,6230c511-d7ff-49e4-b918-fc71a4873888,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_b,Addition,3-digit Addition without carry,Fib,6,0.1431,0.177,0.6799,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_b,,6230c511-d7ff-49e4-b918-fc71a4873888,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_b,Addition,3-digit Addition without carry,Fib,7,0.1368,0.1498,0.7134,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_b,,6230c511-d7ff-49e4-b918-fc71a4873888,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_b,Addition,3-digit Addition without carry,Fib,8,0.1346,0.1283,0.7371,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_b,,6230c511-d7ff-49e4-b918-fc71a4873888,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_b,Addition,3-digit Addition without carry,Fib,all,0.1365,0.1336,0.7299,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_z,,8f270ec3-a005-4ecd-bd4c-d8ff292e8075,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_z,Addition,3-digit Addition without carry,Fib,3,0.1535,0.0808,0.7657,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_z,,8f270ec3-a005-4ecd-bd4c-d8ff292e8075,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_z,Addition,3-digit Addition without carry,Fib,4,0.1414,0.105,0.7536,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_z,,8f270ec3-a005-4ecd-bd4c-d8ff292e8075,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_z,Addition,3-digit Addition without carry,Fib,5,0.139,0.1782,0.6828,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_z,,8f270ec3-a005-4ecd-bd4c-d8ff292e8075,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_z,Addition,3-digit Addition without carry,Fib,6,0.1431,0.177,0.6799,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_z,,8f270ec3-a005-4ecd-bd4c-d8ff292e8075,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_z,Addition,3-digit Addition without carry,Fib,7,0.1368,0.1498,0.7134,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_z,,8f270ec3-a005-4ecd-bd4c-d8ff292e8075,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_z,Addition,3-digit Addition without carry,Fib,8,0.1346,0.1283,0.7371,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80024_z,,8f270ec3-a005-4ecd-bd4c-d8ff292e8075,Addition|3-digit Addition without carry|Fib||415|553,q_add_80024_z,Addition,3-digit Addition without carry,Fib,all,0.1365,0.1336,0.7299,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_b,,e1dc409b-5c14-4372-89e8-861ae6b2cc6c,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_b,Addition,3-digit Addition without carry,Fib,3,0.1535,0.0808,0.7657,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_b,,e1dc409b-5c14-4372-89e8-861ae6b2cc6c,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_b,Addition,3-digit Addition without carry,Fib,4,0.1414,0.105,0.7536,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_b,,e1dc409b-5c14-4372-89e8-861ae6b2cc6c,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_b,Addition,3-digit Addition without carry,Fib,5,0.139,0.1782,0.6828,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_b,,e1dc409b-5c14-4372-89e8-861ae6b2cc6c,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_b,Addition,3-digit Addition without carry,Fib,6,0.1431,0.177,0.6799,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_b,,e1dc409b-5c14-4372-89e8-861ae6b2cc6c,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_b,Addition,3-digit Addition without carry,Fib,7,0.1368,0.1498,0.7134,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_b,,e1dc409b-5c14-4372-89e8-861ae6b2cc6c,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_b,Addition,3-digit Addition without carry,Fib,8,0.1346,0.1283,0.7371,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_b,,e1dc409b-5c14-4372-89e8-861ae6b2cc6c,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_b,Addition,3-digit Addition without carry,Fib,all,0.1365,0.1336,0.7299,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_z,,ba5e3c1b-36a0-455b-8b37-a7f0edb2223a,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_z,Addition,3-digit Addition without carry,Fib,3,0.1535,0.0808,0.7657,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_z,,ba5e3c1b-36a0-455b-8b37-a7f0edb2223a,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_z,Addition,3-digit Addition without carry,Fib,4,0.1414,0.105,0.7536,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_z,,ba5e3c1b-36a0-455b-8b37-a7f0edb2223a,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_z,Addition,3-digit Addition without carry,Fib,5,0.139,0.1782,0.6828,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_z,,ba5e3c1b-36a0-455b-8b37-a7f0edb2223a,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_z,Addition,3-digit Addition without carry,Fib,6,0.1431,0.177,0.6799,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_z,,ba5e3c1b-36a0-455b-8b37-a7f0edb2223a,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_z,Addition,3-digit Addition without carry,Fib,7,0.1368,0.1498,0.7134,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_z,,ba5e3c1b-36a0-455b-8b37-a7f0edb2223a,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_z,Addition,3-digit Addition without carry,Fib,8,0.1346,0.1283,0.7371,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80025_z,,ba5e3c1b-36a0-455b-8b37-a7f0edb2223a,Addition|3-digit Addition without carry|Fib||231|407,q_add_80025_z,Addition,3-digit Addition without carry,Fib,all,0.1365,0.1336,0.7299,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_b,,2e9b1bdd-0e37-4451-b4a7-1f483bd31b41,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_b,Addition,3-digit Addition without carry,Fib,3,0.1535,0.0808,0.7657,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_b,,2e9b1bdd-0e37-4451-b4a7-1f483bd31b41,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_b,Addition,3-digit Addition without carry,Fib,4,0.1414,0.105,0.7536,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_b,,2e9b1bdd-0e37-4451-b4a7-1f483bd31b41,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_b,Addition,3-digit Addition without carry,Fib,5,0.139,0.1782,0.6828,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_b,,2e9b1bdd-0e37-4451-b4a7-1f483bd31b41,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_b,Addition,3-digit Addition without carry,Fib,6,0.1431,0.177,0.6799,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_b,,2e9b1bdd-0e37-4451-b4a7-1f483bd31b41,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_b,Addition,3-digit Addition without carry,Fib,7,0.1368,0.1498,0.7134,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_b,,2e9b1bdd-0e37-4451-b4a7-1f483bd31b41,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_b,Addition,3-digit Addition without carry,Fib,8,0.1346,0.1283,0.7371,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_b,,2e9b1bdd-0e37-4451-b4a7-1f483bd31b41,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_b,Addition,3-digit Addition without carry,Fib,all,0.1365,0.1336,0.7299,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_z,,9c674575-5739-4aa9-95e1-15b8d5840243,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_z,Addition,3-digit Addition without carry,Fib,3,0.1535,0.0808,0.7657,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_z,,9c674575-5739-4aa9-95e1-15b8d5840243,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_z,Addition,3-digit Addition without carry,Fib,4,0.1414,0.105,0.7536,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_z,,9c674575-5739-4aa9-95e1-15b8d5840243,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_z,Addition,3-digit Addition without carry,Fib,5,0.139,0.1782,0.6828,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_z,,9c674575-5739-4aa9-95e1-15b8d5840243,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_z,Addition,3-digit Addition without carry,Fib,6,0.1431,0.177,0.6799,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_z,,9c674575-5739-4aa9-95e1-15b8d5840243,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_z,Addition,3-digit Addition without carry,Fib,7,0.1368,0.1498,0.7134,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_z,,9c674575-5739-4aa9-95e1-15b8d5840243,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_z,Addition,3-digit Addition without carry,Fib,8,0.1346,0.1283,0.7371,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80026_z,,9c674575-5739-4aa9-95e1-15b8d5840243,Addition|3-digit Addition without carry|Fib||21|348,q_add_80026_z,Addition,3-digit Addition without carry,Fib,all,0.1365,0.1336,0.7299,borrowed,fallback_skill_no_data:borrow_nearest_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80027_b,,d2a906ae-c3e5-43f2-a3ff-acd711a68e57,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_b,Addition,3-digit Addition with carry,Fib,3,0.2473,0.0808,0.672,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_b,,d2a906ae-c3e5-43f2-a3ff-acd711a68e57,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_b,Addition,3-digit Addition with carry,Fib,4,0.2424,0.105,0.6525,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_b,,d2a906ae-c3e5-43f2-a3ff-acd711a68e57,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_b,Addition,3-digit Addition with carry,Fib,5,0.186,0.1782,0.6358,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_b,,d2a906ae-c3e5-43f2-a3ff-acd711a68e57,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_b,Addition,3-digit Addition with carry,Fib,6,0.1715,0.177,0.6514,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_b,,d2a906ae-c3e5-43f2-a3ff-acd711a68e57,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_b,Addition,3-digit Addition with carry,Fib,7,0.1734,0.1498,0.6767,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_b,,d2a906ae-c3e5-43f2-a3ff-acd711a68e57,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_b,Addition,3-digit Addition with carry,Fib,8,0.1558,0.1283,0.716,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_b,,d2a906ae-c3e5-43f2-a3ff-acd711a68e57,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_b,Addition,3-digit Addition with carry,Fib,all,0.1734,0.1336,0.693,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_z,,d6384683-8d75-4b10-bdcc-e60fa8434265,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_z,Addition,3-digit Addition with carry,Fib,3,0.2473,0.0808,0.672,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_z,,d6384683-8d75-4b10-bdcc-e60fa8434265,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_z,Addition,3-digit Addition with carry,Fib,4,0.2424,0.105,0.6525,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_z,,d6384683-8d75-4b10-bdcc-e60fa8434265,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_z,Addition,3-digit Addition with carry,Fib,5,0.186,0.1782,0.6358,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_z,,d6384683-8d75-4b10-bdcc-e60fa8434265,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_z,Addition,3-digit Addition with carry,Fib,6,0.1715,0.177,0.6514,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_z,,d6384683-8d75-4b10-bdcc-e60fa8434265,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_z,Addition,3-digit Addition with carry,Fib,7,0.1734,0.1498,0.6767,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_z,,d6384683-8d75-4b10-bdcc-e60fa8434265,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_z,Addition,3-digit Addition with carry,Fib,8,0.1558,0.1283,0.716,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80027_z,,d6384683-8d75-4b10-bdcc-e60fa8434265,Addition|3-digit Addition with carry|Fib||289|578,q_add_80027_z,Addition,3-digit Addition with carry,Fib,all,0.1734,0.1336,0.693,estimated,estimated,True,False,grade_condition,,,False,24173.0,0.7158,71.092,1.391237480918716e-09
q_add_80028_b,,cd7a32ce-4b22-4d14-9e0a-670a05d27866,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_b,Addition,3-digit Addition with carry,Fib,3,0.1535,0.0808,0.7657,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_b,,cd7a32ce-4b22-4d14-9e0a-670a05d27866,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_b,Addition,3-digit Addition with carry,Fib,4,0.1414,0.105,0.7536,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_b,,cd7a32ce-4b22-4d14-9e0a-670a05d27866,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_b,Addition,3-digit Addition with carry,Fib,5,0.139,0.1782,0.6828,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_b,,cd7a32ce-4b22-4d14-9e0a-670a05d27866,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_b,Addition,3-digit Addition with carry,Fib,6,0.1431,0.177,0.6799,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_b,,cd7a32ce-4b22-4d14-9e0a-670a05d27866,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_b,Addition,3-digit Addition with carry,Fib,7,0.1368,0.1498,0.7134,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_b,,cd7a32ce-4b22-4d14-9e0a-670a05d27866,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_b,Addition,3-digit Addition with carry,Fib,8,0.1346,0.1283,0.7371,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_b,,cd7a32ce-4b22-4d14-9e0a-670a05d27866,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_b,Addition,3-digit Addition with carry,Fib,all,0.1365,0.1336,0.7299,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_z,,d7df9a99-2103-470c-ae00-e06242f3d114,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_z,Addition,3-digit Addition with carry,Fib,3,0.1535,0.0808,0.7657,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_z,,d7df9a99-2103-470c-ae00-e06242f3d114,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_z,Addition,3-digit Addition with carry,Fib,4,0.1414,0.105,0.7536,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_z,,d7df9a99-2103-470c-ae00-e06242f3d114,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_z,Addition,3-digit Addition with carry,Fib,5,0.139,0.1782,0.6828,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_z,,d7df9a99-2103-470c-ae00-e06242f3d114,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_z,Addition,3-digit Addition with carry,Fib,6,0.1431,0.177,0.6799,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_z,,d7df9a99-2103-470c-ae00-e06242f3d114,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_z,Addition,3-digit Addition with carry,Fib,7,0.1368,0.1498,0.7134,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_z,,d7df9a99-2103-470c-ae00-e06242f3d114,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_z,Addition,3-digit Addition with carry,Fib,8,0.1346,0.1283,0.7371,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80028_z,,d7df9a99-2103-470c-ae00-e06242f3d114,Addition|3-digit Addition with carry|Fib||729|119,q_add_80028_z,Addition,3-digit Addition with carry,Fib,all,0.1365,0.1336,0.7299,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_b,,66b5de6b-2a90-49a4-a67e-3e13feceec19,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_b,Addition,3-digit Addition with carry,Fib,3,0.1535,0.0808,0.7657,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_b,,66b5de6b-2a90-49a4-a67e-3e13feceec19,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_b,Addition,3-digit Addition with carry,Fib,4,0.1414,0.105,0.7536,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_b,,66b5de6b-2a90-49a4-a67e-3e13feceec19,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_b,Addition,3-digit Addition with carry,Fib,5,0.139,0.1782,0.6828,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_b,,66b5de6b-2a90-49a4-a67e-3e13feceec19,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_b,Addition,3-digit Addition with carry,Fib,6,0.1431,0.177,0.6799,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_b,,66b5de6b-2a90-49a4-a67e-3e13feceec19,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_b,Addition,3-digit Addition with carry,Fib,7,0.1368,0.1498,0.7134,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_b,,66b5de6b-2a90-49a4-a67e-3e13feceec19,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_b,Addition,3-digit Addition with carry,Fib,8,0.1346,0.1283,0.7371,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_b,,66b5de6b-2a90-49a4-a67e-3e13feceec19,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_b,Addition,3-digit Addition with carry,Fib,all,0.1365,0.1336,0.7299,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_z,,8d61d65e-a32e-40a0-8bca-90a469952bf9,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_z,Addition,3-digit Addition with carry,Fib,3,0.1535,0.0808,0.7657,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_z,,8d61d65e-a32e-40a0-8bca-90a469952bf9,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_z,Addition,3-digit Addition with carry,Fib,4,0.1414,0.105,0.7536,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_z,,8d61d65e-a32e-40a0-8bca-90a469952bf9,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_z,Addition,3-digit Addition with carry,Fib,5,0.139,0.1782,0.6828,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_z,,8d61d65e-a32e-40a0-8bca-90a469952bf9,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_z,Addition,3-digit Addition with carry,Fib,6,0.1431,0.177,0.6799,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_z,,8d61d65e-a32e-40a0-8bca-90a469952bf9,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_z,Addition,3-digit Addition with carry,Fib,7,0.1368,0.1498,0.7134,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
q_add_80029_z,,8d61d65e-a32e-40a0-8bca-90a469952bf9,Addition|3-digit Addition with carry|Fib||528|259,q_add_80029_z,Addition,3-digit Addition with carry,Fib,8,0.1346,0.1283,0.7371,borrowed,fallback_no_response_data:borrow_same_skill,True,True,,3-digit Addition with carry,3-digit Addition with carry,False,,,,
